emergency,unable to sit due to sticky stains on berth. PNR no . do help immediately
emergency,pnr no need mdical emergency.having blood vomits
emergency,"mobile stolen , need emergency help to track it pnr"
emergency,"no water supply in basins for the hast hours,contacted tt but all in vain pnr no"
emergency,"fan isnt working for the last hours at the time of peak summer, do help pnr"
emergency,paid for ac but feeling the hotness of railways negligence. Attention needed immediately pnr
emergency,"big mouse found below the berth,plz help. Cant sleep pnr"
emergency,hanging chains of the middle berth broken pnr
emergency,"aggressive copassengers, need of immediate change of seat pnr"
emergency,"having ticket conflict, contacted ticket collecter, but all I vain. Pnr"
emergency,"found a bag with no owner, police not taking any action pnr"
emergency,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr"
emergency,"the whole berth area shatterd with the peels of various organics ,need immediate cleanup pnr"
emergency,"bags stolen ,1 mine and of my copassenger having imp documents pnr"
emergency,no water supply in washrooms for the last hours pnr
emergency,"pnr fan chocked, repairmen came bt couldnt fix it summer"
emergency,ac blowing warm air feeling to die in this closed compartment
emergency,"pnr mosquitoes flis hovering , pls do some cleanup, tt not responding positively"
emergency,torn seat pnr filthy environment need some action to be taken
emergency,"copassenger playing loud music , not obeying the tt too, sort it out pnr"
emergency,"tt declining to accept the college id a true id , higher authorities do act pnr"
emergency,"found a fun, we passengers couldn’t differentiate b/w a real and a toy pnr"
emergency,pantry officials billing us double than printed . All complaints in vain pnr
emergency,many passengrs pnr feeling stomach upset after dinner frm railways pantry
emergency,"train diverted from its actual route , no knowlwdge of where the fuck are we being taken.track us pnr"
emergency,"train is at halt for the last hrs amidst of jungle, wt the fkk is happening??? pnr"
emergency,"pregnant lady needs the help of some lady doctor immediately, her pnr"
emergency,"charger points of the complete bogie malfunctioning, need immediate attention pnr"
emergency,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr
emergency,"window pane jammed winter, bone freezing cold pnr"
emergency,"fan's speed not decreasing , we need help pnr"
emergency,"acs not working ,pnr , tt not responding positivelt, what do we pay for"
emergency,"berth env is quite unhygenic, insects wandering here n there pnr"
emergency,"unremoved heavy bedrolls , stinky smell pnr , emergency cleanup reqd"
emergency,"two copassengers fought brutally, got a head injury.emergency!! His pnr"
emergency,Kindly send anyone railway staff to attend
emergency,plz continue train no -14308
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,"Dear Sir, my father is a senior citizen and is a patient too.Travelling alone and his seat is not confirmed but is having RAC."
feedback,paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.
feedback,If a person buys ticket online and if its not confirmed then why that ticket is not a v…
feedback,till now no action has been taken
feedback,In such cases what is the way out. Please suggest solutions
feedback,: DERYK (Dragon Hearts )…
feedback,"this winter no fog now a days, still so late trains. It looks staff…"
emergency,"train no , b10,23 .here water is leaking from AC. Please do the needful."
emergency,Train has departed Varanasi and will be reaching Chunar in few minutes and then Mirzapur.
emergency,Thanks for the reply ... PNR-4138201979.
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
emergency,"sorry for inconvenience ,matter noted to"
emergency,please help. His PNR number is
feedback,Check out Thief Catcher on The Prolific Reader!
emergency,National Train enquiry system is not updating Localtrain running info properly …
emergency,Kindly share PNR number. Matter forwarded to the concerned officials
emergency,sir..the train status is bit confusing..
emergency,Train has been at a halt since mins at Hazrat Nizamudd…
emergency,"ajmer e Some people sleeping in local coash senior citizen, ladies many people standing"
emergency,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
emergency,: National Train enquiry system is not updating Localtrain running info properly …
emergency,standard meals charging Rs in train .my pnr no
feedback,If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed to…
emergency,Sorry for inconvenience complaint will be attend at ITARSI
emergency,Details not available pls.
emergency,: Add to your TBR shelf! …
emergency,train stops at thane or not please reply
emergency,Matter informed to concern officials .Regards
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,ajmer e Some people sleeping in local…
emergency,Official concerned has been advised to look into this
emergency,ajmer e Some people sleeping in local coa…
feedback,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected"
emergency,matter is fwd to the
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,The train has stoped at navsari platform but no one is here to see
emergency,kindly look into this
emergency,Name Ahmad Ali D2 sheat no
emergency,ajmer e Some people sleeping in local coash senior cit…
emergency,""" I want to draw your attention about train running late. I've reservation on train. Yday this t… """
feedback,veg thali you paid RS50 only
emergency,train date 2.2017 is in correct time or delayed plz inform me because I got some msg but no update online
emergency,": Train already departed Itarsi , Matter forwarded to concerned"
emergency,"Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
feedback,kindly look into the matter.
feedback,Take some serious action on these people who is not understand rules and l…
emergency,Kindly share PNR number. Matter forwarded to the concerned officials
feedback,Thanks a lot for your prompt respons. Much appreciated.
feedback,According to this PNR number your berth no. is RAC/S10/55 &amp; attended by on duty TTE
emergency,Matter brought to notice of concerned official.
feedback,st stop HO quota of seats you offer in…
feedback,"Respected sirs, Thank you for quick action and response. I Rahu…"
feedback,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
emergency,Please share coach position for khushinager ex0
feedback,"need water for drink,no water bottle available in train plz help...this passenger with her family S8"
emergency,": Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
emergency,"Sir A couple traveling to SC by train with yr old kid Due to train delay,milk t…"
emergency,ajmer e Some people…
feedback,Thanks a lot for your prompt respons. Much appreciated.
feedback,": Win *FIFTY* &amp; , , &amp; , or"
feedback,Cleaning staff is now cleaning coach's floor in regular intervals.
feedback,Wow. Are you serious?
emergency,Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satna…
emergency,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
feedback,B-2 is th coach from engine
feedback,My parents are travelling in pnr no. the coach S5 is n…
emergency,Please help . WHY CAN'T WE BOOK TICKETS FOR TRAIN NUMBER ? NOT RESPONDING to emails…
feedback,User id: macrohit Date of booking : -11-17
feedback,Kindly share Train no.
feedback,"Noted sir, Matter fwd to"
feedback,Matter advised to concerned official for necessary action.
feedback,Matter has been forwarded to concerned official for N/\A
emergency,hours journey completed in hrs excluding waiting time -5hrs.u should take responsibility mostly trains late t…
feedback,Kindly share PNR number.
feedback,Matter notified to officials concerned
emergency,"Travelling in an extremely unclean compartment in Falaknuma , no cleaning done on compartment B3.water logged…"
feedback,please take N/A.
feedback,kindly look into this
emergency,Booked goods as luggage on Nov from from to be sent to . Goods still not despat…
emergency,"Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and purs…"
feedback,Matter has been already forward
feedback,Thanks for your help
emergency,": Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
emergency,why there is no announcement for which was schedule to reach at Panvel at :05 PM on /12/17. Please respond
emergency,What do you mean by N/A
emergency,: hours journey completed in hrs excluding waiting time -5hrs.u should take responsibility mostly trains late t…
emergency,"train number is delayed by about hours, but NTES says its on time and has reached."
feedback,: Highlander Hellcat Quirky Veterinarian ‍️ …
emergency,"Please share train no, and coach position."
feedback,Why dont you tag the concerned guy ! Like mr
feedback,Thanks for support and quick action
emergency,Selling tea of Rs. instead of Rs. and water bottle is selling of local company of Rs . PNR …
feedback,No responce from Railway plz look into the matter
feedback,: Highlander Hellcat Quirky Veterinarian ‍️ …
emergency,"PNR B /42, MOBILE NO: ....DRUNKARD PASSENGER SITTING BESIDE ME, HARASSING MY F…"
emergency,: Punish d murderers of who was thrown out of by…
feedback,Kindly share your PNR NO
emergency,Hello sir mai is time malwa eress train number me hu abhi vendor se khane ke rate pucha usne…
feedback,HEREISTITLE
emergency,sir what about the matter that i tweeted you... Still no progress in resuming train no ..
emergency,Sir i journey by train in S-7 coach water not available please filling water in S-7 PNR NO.6208277709
emergency,All over India A.C. waiting room does not charge premium of /hour in Chennai Egmore.…
emergency,Hold up at jaipur due to non acceptance from Agra division
emergency,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,"I'm on general ticket counter on NHH STSN and clerk says tkt will be given min before train arrival,is it rule?"
emergency,They will not give reply..Doon caterer r habitual offenders n u w…
feedback,Matter advised to concerned official for necessary action.
emergency,: I'm on general ticket counter on NHH STSN and clerk says tkt will be given min before train arrival…
feedback,sorry for inconvenience.your complaint will attended at CNB/STN.
emergency,Sir also gv. Tr. In this way .these tr. Pass. But not come in track .last yrs.
feedback,Sir same intimated to ongole platform electrical staff for rectification thank u
feedback,: Never has love tasted so salty-sweet. Never has fate burned so hot. Pick up your .99 copy o…
emergency,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list i…
emergency,Thanks. Cleaning staff did not come till :40 then our train arrived anDwe left.…
feedback,sir please shear your contact no.&amp; journey ditels
emergency,Sir this is local coash and pls search my location on Google and ma…
emergency,: Provide min stoppage for Karnataka Sampark Kranthi at …
feedback,"Dark Pursuit, a story is on sale for !"
feedback,PNR No
emergency,It's important to remember the EU isn't only a progressive force - have a look at these EU data collection and shar…
feedback,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
emergency,Nothing happened yet I didn't receive any call and I am about to reach my destination…
emergency,PNR no &amp; one S5 allotted for two persons kindly help
emergency,"Sir, kindly share your contact number with journey details and specify place…"
emergency,Sir Eastern railway ki local ki halat kab sudhregi.Time pe to chorti nahi.agr baje ki train ho to…
emergency,"train is delayed by hours, but NTES is showing its on time and has reached."
emergency,"No one has attended at COR , now we are about to reach kota, now the co…"
emergency,"Train departed from itarsi but concerned is delay, what if I miss flight due…"
emergency,"dear sir Kisan eress regularly late arrived at Hisar, complaint or tweeted so many…"
emergency,We want passanger train between bharuch t…
emergency,"it's your habit to make crowd, dhkka mukki for tickets"
feedback,": Dark Pursuit, a story is on sale for !"
emergency,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,Announcement done !!!
emergency,AC is not working properly in A3 coach in train no currently it is near jabalpur
feedback,kindly look this matter into necessary action NCR-1536
emergency,really shameful almost after he train has departed from source and in st tweet tra…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision and…
feedback,"Inconvenience regretted, matter is being taken up for further necessary action"
emergency,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
feedback,Comp No. matter forwarded to look into this matter &amp; kindly pr…
feedback,"Kindly share PNR number, issue forwarded to concerned officials"
feedback,: RT yourself to a among the Fae this &amp; be ! w/…
feedback,matter forwarded to concerned
feedback,sr aap kya kahenge koi action lenge aap ya nahi
emergency,": ATM : Contract signing for construction of PNR Clark Phase (Tutuban-Malolos) project bet. DOTr, NSTren Consortium"
feedback,Pls look into the matter
emergency,pls see how the train at delayed. TVC MAS SF (schde6.30 pm Kollam) arrived station at …
feedback,Check pics of railway failure
emergency,train no. is delayed by more than hr in between of Burwal junction to Gonda junction.
emergency,"Sachkhand eress (12715) late by + hours. Just buying Japanese trains won't help, IR should learn f…"
feedback,: Ask them to join under the dynamic leadership of and fight for j…
emergency,An aged lady has been alloted upper berth in train no. . PNR no. . Kindly see if any modifications possible.
emergency,So this is what India railways looks like. Can't get any better !! …
feedback,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
feedback,Cant justify This Station Approval? The distance is only kms! this place is reserved MentalHospit…
emergency,sir what is the update who has reviewed as I do not see any action taken pl visit n take action
emergency,no one responding on phone call at enquiry in jamalpur station. Please consider my complaint because…
emergency,An aged lady has been alloted upper berth in . PNR no. . Kindly see if any modifications possible.
feedback,plz help me coach position of train no of coach A1 at Jaunpur Jn .
emergency,Everyday magadh e running late to hrs without any reson. Is anyome have responsibility. P…
feedback,Sir message given to SSE/UMB and matter forwarded to
feedback,Train last -3 coach
emergency,"PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen."
emergency,TTE comes only after hapur stn when majority of ticketless passengers have deboarded. It's useless to buy tic…
emergency,That’s poor railways.poor very poor. ️️️️
emergency,Could u all confirm at what time train will be reaching mumbai? …
feedback,"sorry for inconvenience,matter noted to"
feedback,Poor service by railways.
feedback,: We are thankful on behalf of The People of…
emergency,"Train handled over late by more than hours from previous division, kindly update."
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,Inconvenience caused is regretted. This facility is provided on platform number one…
emergency,sir kafi trains ke coach main glass khidkiyaan poori bad nhi hoti hain so travel ke time thand lagti r…
feedback,"Sorry, the tweet received from doesn't contain your complaint."
emergency,update:- today intercity late min?
emergency,Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. A…
emergency,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,: Hello sir mai is time malwa eress train number me hu abhi vendor se khane ke rate pucha usne…
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
feedback,how many months or should i say years should i wait for the Conscience of …
emergency,"Ppls r in queue for tickets without any time limit, because your trains getting late and late"
feedback,: Holistic strategy to ensure growth
emergency,: Punish d murderers of who was thrown out of by…
feedback,This is what looks like
feedback,PNR NO.
emergency,Sir I want some action not just tweet for fomalty o want improve my r…
feedback,: Holistic strategy to ensure growth
feedback,: Punish d murderers of who was thrown out of by…
feedback,SSE Telecom at MSH will be send tomorrow dt /12/2017.
emergency,Pls tell me T. no will originate today from BCY or not?
feedback,: Hot from bestselling author Grace Goodwin! Her Cyborg Beast by Grace Goodwin…
feedback,: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine…
feedback,will be attended at kota . please share your mobile no .
emergency,What a attitude of railway
feedback,Pnr-
feedback,Plz Install coach indicator Displ…
feedback,": Sh. Vishvesh Chaube,GM NR undertook surprise inspection of New Delhi Stn &amp; took stock of passenger amenities of tra…"
emergency,"sir,12303 ex_01 Dec. started hr late further delayed by hrs while reaching Ald. Req help to re…"
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
feedback,: During April - November this financial an incremental loading of over Million tonnes has been achieved. Against…
feedback,: Member Traffic reviewed the April- Nov transportation performance with Rly Board and Zonal Rly Officers and passed…
feedback,How can we respect people who lost life on ? They must be remembered in some manner whe…
feedback,Please share train no
feedback,Sorry for inconvenience complaint will be attend at ITARSI
feedback,: Passenger traffic has also shown significant growth in Reserved &amp; suburban segments.Over Cr additional passengers…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,Send some police officer for this any immediate take action on this
emergency,"I applaud Indian Railway commendable service.We had issue with charging pt, attendants quickly came,plucked entire…"
feedback,Thank for your reply
emergency,I did massage to but Noone replied yet pls sir I w…
emergency,: Everyday magadh e running late to hrs without any reson. Is anyome have responsibility. P…
feedback,Thanks for your reply
feedback,Noted informed concerned department
emergency,please update the status of today LTT PPTA ERESS departure from LTT.
emergency,runs late daily between surat to ankleshwar &amp; onwards. Request to do needful.Any doubt check NTES
