emergency,unable to sit due to sticky stains on berth. PNR no . do help immediately
emergency,I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We are…
emergency,HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO THIS KIND OF…
emergency,"my sister is traveling by train no , train is hours late.…"
emergency,"plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches…"
feedback,Matter notified to officials concerned
feedback,The Google i1 button is used billion times pnr day. (source: AllTwitter)
feedback,No light stn plz check
feedback,": Inconvenience regretted, matter is being taken up for further necessary action"
feedback,Your mail is forwarded to as mentioned in the screenshot
feedback,Matter notified to concerned official
feedback,Sir can we get for which we all r paying or just cha…
emergency,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
emergency,"Dear sir, I am traveling in awadh assam e PNR , there is no water in washroom and so dirty coach.."
emergency,: How can we respect people who lost life on ? They must be remembered in some manner whe…
feedback,: We are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine…
feedback,: Holistic strategy to ensure growth
feedback,"Kindly share PNR number, issue referred to concerned officials"
emergency,"plz do favour for Jaunpur Jn ( JNU) - one more foot than over bridge but covered, coaches indications…"
feedback,Featured New Releases from Midika Crane and Anna Lowe!
feedback,": ""NR does not purchase National Herald for distribution in trains. Ei…"
feedback,Scenic near on - route. …
feedback,Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai
emergency,They do not have performance appraisal and variable pay. So obvio…
feedback,Enter to win $150 Amazon Gift Card!
feedback,Kindly clarify the name of station with
emergency,May I eect Reasons before I get down from this train at Thane or may I eect after c…
feedback,A Highland Moon Enchantment by Mary Morgan via
feedback,Great job GANDHI JI KE BANDAAEON
feedback,For updated information please call .
emergency,Dahod Valsad superfast train is today min late. And this train is not a single day coming on…
emergency,valve number on platform number is open and the water is draining down the sewage! Please instruct…
feedback,It's not the solution
emergency,PNR It was extremely difficult boarding the train and getting our seats from the unreserve…
feedback,Banasthali Niwai BNLW
emergency,: Fan is not working in Train:12295 coach S2-47/48. Please assist.
feedback,: A Highland Moon Enchantment by Mary Morgan via …
emergency,Kindly send anyone railway staff to attend
emergency,"Dear Sir, my father is a senior citizen and is a patient too.Travelling alone and his seat is not confirmed but is having RAC."
emergency,plz continue train no -14308
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,If a person buys ticket online and if its not confirmed then why that ticket is not a v…
emergency,till now no action has been taken
feedback,In such cases what is the way out. Please suggest solutions
feedback,"this winter no fog now a days, still so late trains. It looks staff…"
emergency,"train no , b10,23 .here water is leaking from AC. Please do the needful."
emergency,Train has departed Varanasi and will be reaching Chunar in few minutes and then Mirzapur.
feedback,Thanks for the reply ... PNR-4138201979.
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
emergency,"sorry for inconvenience ,matter noted to"
emergency,please help. His PNR number is
feedback,Check out Thief Catcher on The Prolific Reader!
emergency,National Train enquiry system is not updating Localtrain running info properly …
emergency,Kindly share PNR number. Matter forwarded to the concerned officials
emergency,sir..the train status is bit confusing..
emergency,Train has been at a halt since mins at Hazrat Nizamudd…
emergency,"ajmer e Some people sleeping in local coash senior citizen, ladies many people standing"
feedback,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
emergency,: National Train enquiry system is not updating Localtrain running info properly …
emergency,standard meals charging Rs in train .my pnr no
feedback,If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed to…
emergency,Sorry for inconvenience complaint will be attend at ITARSI
emergency,RailMinIndia Details not available pls.
emergency,train stops at thane or not please reply
emergency,Matter informed to concern officials .Regards
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,ajmer e Some people sleeping in local…
emergency,Official concerned has been advised to look into this
emergency,ajmer e Some people sleeping in local coa…
emergency,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected"
emergency,matter is fwd to the
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
emergency,The train has stoped at navsari platform but no one is here to see
emergency,kindly look into this
emergency,Name . Ahmad Ali D2 sheat no
emergency,ajmer e Some people sleeping in local coash senior cit…
emergency,I want to draw your attention about train running late. I've reservation on train. Yday this t…
feedback,veg thali you paid RS50 only .
emergency,train date 2.2017 is in correct time or delayed plz inform me because I got some msg but no update online
feedback,"Petition all you like, if continually cut PSO and under invest in public transport the travell…"
emergency,": Train already departed Itarsi , Matter forwarded to concerned"
emergency,"Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
emergency,kindly look into the matter.
feedback,Take some serious action on these people who is not understand rules and l…
emergency,Kindly share PNR number. Matter forwarded to the concerned officials
feedback,Thanks a lot for your prompt respons. Much appreciated.
emergency,According to this PNR number your berth no. is RAC/S10/55 &amp; attended by on duty TTE
feedback,Matter brought to notice of concerned official.
feedback,st stop HO quota of seats you offer in…
feedback,"Respected sirs,Thank you for quick action and response. I Rahu…"
feedback,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
emergency,Please share coach position for khushinager ex0
emergency,"need water for drink,no water bottle available in train plz help...this passenger with her family S8"
emergency,": Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
emergency,"SirA couple traveling to SC by train with yr old kid Due to train delay,milk t…"
emergency,ajmer e Some people…
feedback,Thanks a lot for your prompt respons. Much appreciated.
feedback,sir trn me LED light kyu nai lgwaya aapne ??
feedback,Cleaning staff is now cleaning coach's floor in regular intervals
feedback,Wow. Are you serious?
emergency,Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satna…
feedback,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
emergency,B-2 is th coach from engine
emergency,My parents are travelling in pnr no. the coach S5 is n…
emergency,Please help . WHY CAN'T WE BOOK TICKETS FOR TRAIN NUMBER ? NOT RESPONDING to emails…
emergency,User id: macrohit Date of booking : -11-17
emergency,Kindly share Train no.
emergency,"Noted sir, Matter fwd to"
emergency,Matter advised to concerned official for necessary action.
emergency,Matter has been forwarded to concerned official for N/\A
feedback,hours journey completed in hrs excluding waiting time -5hrs.u should take responsibility mostly trains late t…
emergency,Kindly share PNR number.
emergency,Matter notified to officials concerned
emergency,"Travelling in an extremely unclean compartment in Falaknuma , no cleaning done on compartment B3.water logged…"
feedback,please take N/A.
emergency,kindly look into this
feedback,Booked goods as luggage on Nov from from to be sent to .Goods still not despat…
feedback,"Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and purs…"
feedback,Matter has been already forward
feedback,Thanks for your help
emergency,": Sir. I am travelling in coach D-2 seat no. ,23 in Sorry to say that wastewater of washbasen is coming into…"
emergency,why there is no announcement for which was schedule to reach at Panvel at :05 PM on /12/17. Please respond
feedback,What do you mean by N/A
emergency,: hours journey completed in hrs excluding waiting time -5hrs.u should take responsibility mostly trains late t…
emergency,"train number is delayed by about hours, but NTES says its on time and has reached."
emergency,"Please share train no, and coach position."
feedback,Why dont you tag the concerned guy ! Like mr
feedback,Thanks for support and quick action
feedback,Selling tea of Rs. instead of Rs. and water bottle is selling of local company of Rs . PNR …
emergency,RailMinIndia No responce from Railway plz look into the matter
emergency,"PNR B /42, MOBILE NO: ....DRUNKARD PASSENGER SITTING BESIDE ME, HARASSING MY F…"
feedback,: Punish d murderers of who was thrown out of by…
feedback,IRCTC
emergency,Plz. Help
feedback,Kindly share your PNR NO
feedback,HEREISTITLE
feedback,sir what about the matter that i tweeted you... Still no progress in resuming train no ..
emergency,Sir i journey by train in S-7 coach water not available please filling water in S-7 PNR NO.6208277709
feedback,All over India A.C. waiting room does not charge premium of /hour in Chennai Egmore.…
feedback,Hold up at jaipur due to non acceptance from Agra division
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,"I'm on general ticket counter on NHH STSN and clerk says tkt will be given min before train arrival,is it rule?"
feedback,They will not give reply..Doon caterer r habitual offenders n u w…
feedback,Matter advised to concerned official for necessary action.
feedback,: I'm on general ticket counter on NHH STSN and clerk says tkt will be given min before train arrival…
feedback,sorry for inconvenience.your complaint will attended at CNB/STN.
feedback,Sir also gv. Tr. In this way .these tr. Pass. But not come in track .last yrs.
feedback,Sir same intimated to ongole platform electrical staff for rectification thank u
feedback,: Never has love tasted so salty-sweet. Never has fate burned so hot. Pick up your .99 copy o…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list i…
feedback,Thanks. Cleaning staff did not come till :40 then our train arrived anDwe left.…
feedback,sir please shear your contact no.&amp; journey ditels
emergency,Sir this is local coash and pls search my location on Google and ma…
feedback,: Provide min stoppage for Karnataka Sampark Kranthi at …
feedback,"Dark Pursuit, a story is on sale for !"
feedback,PNR No
feedback,It's important to remember the EU isn't only a progressive force - have a look at these EU data collection and shar…
feedback,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
emergency,Nothing happened yet I didn't receive any call and I am about to reach my destination…
emergency,PNR no &amp; one S5 allotted for two persons
feedback,"Sir, kindly share your contact number with journey details and specify place…"
emergency,"train is delayed by hours, but NTES is showing its on time and has reached."
feedback,"No one has attended at COR , now we are about to reach kota, now the co…"
emergency,"Train departed from itarsi but concerned is delay, what if I miss flight due…"
feedback,"dear sir Kisan eress regularly late arrived at Hisar, complaint or tweeted so many…"
feedback,We want passanger train between bharuch t…
feedback,"it's your habit to make crowd, dhkka mukki for tickets"
feedback,": Dark Pursuit, a story is on sale for !"
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,Announcement done !!!
emergency,AC is not working properly in A3 coach in train no currently it is near jabalpur
feedback,kindly look this matter into necessary action NCR-1536
feedback,really shameful almost after he train has departed from source and in st tweet tra…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision and…
feedback,"Inconvenience regretted, matter is being taken up for further necessary action"
feedback,": Petition all you like, if continually cut PSO and under invest in public transport the travell…"
feedback,Comp No. matter forwarded to look into this matter &amp; kindly pr…
feedback,"Kindly share PNR number, issue forwarded to concerned officials"
emergency,The train has stopped due to engine breakdown since last hrs. Creating long ag…
feedback,matter forwarded to concerned
feedback,": ATM : Contract signing for construction of PNR Clark Phase (Tutuban-Malolos) project bet. DOTr, NSTren Consortium"
feedback,Pls look into the matter
feedback,pls see how the train at delayed. TVC MAS SF (schde6.30 pm Kollam) arrived station at …
feedback,Check pics of railway failure
feedback,train no. is delayed by more than hr in between of Burwal junction to Gonda junction.
feedback,"Sachkhand eress (12715) late by + hours. Just buying Japanese trains won't help, IR should learn f…"
feedback,: Ask them to join under the dynamic leadership of and fight for j…
emergency,An aged lady has been alloted upper berth in train no. . PNR no. . Kindly see if any modifications possible.
feedback,So this is what India railways looks like. Can't get any better !! …
feedback,": Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou…"
feedback,Cant justify This Station Approval? The distance is only kms! this place is reserved MentalHospit…
emergency,sir what is the update who has reviewed as I do not see any action taken pl visit n take action
emergency,no one responding on phone call at enquiry in jamalpur station. Please consider my complaint because…
emergency,An aged lady has been alloted upper berth in . PNR no. . Kindly see if any modifications possible.
emergency,plz help me coach position of train no of coach A1 at Jaunpur Jn .
feedback,Everyday magadh e running late to hrs without any reson. Is anyome have responsibility. P…
feedback,Sir message given to SSE/UMB and matter forwarded to
feedback,Train last -3 coach
emergency,"PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen"
feedback,TTE comes only after hapur stn when majority of ticketless passengers have deboarded. It's useless to buy tic…
feedback,That’s poor railways.poor very poor.
emergency,Could u all confirm at what time train will be reaching mumbai? …
feedback,"If your clerk can give tickets than why he is not giving, why u advertisi…"
feedback,"sorry for inconvenience,matter noted to"
feedback,Poor service by railways.
feedback,"Train handled over late by more than hours from previous division, kindly update."
feedback,Inconvenience caused is regretted. This facility is provided on platform number one…
feedback,"Sorry, the tweet received from doesn't contain your complaint."
feedback,update:- today intercity late min?
feedback,Maximum train stoppage in bharuch.. We want also stoppage of more train in evening time.. A…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,": All commodities have registered robust growth with steel at %, cement %, containers %, iron ore % and coal …"
feedback,how many months or should i say years should i wait for the Conscience of …
feedback,"Ppls r in queue for tickets without any time limit, because your trains getting late and late"
feedback,Pure bullshit..
feedback,"sorry for inconvenience ,matter noted"
feedback,: Holistic strategy to ensure growth
feedback,This is what looks like
feedback,PNR NO.
emergency,Sir I want some action not just tweet for fomalty o want improve my r…
feedback,: Holistic strategy to ensure growth
feedback,SSE Telecom at MSH will be send tomorrow dt /12/2017.
feedback,: De…
feedback,Kindly look into this matter
feedback,": Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irri…"
feedback,$50 Amazon
feedback,when train number is coming at 0 am so why train number is late by 5 hours
feedback,Kindly share your correct PNR for further action.
feedback,Kindly share PNR number for further action.
emergency,We r travelling in train no. from delhi to UDUPi.....There is no liquid shop available in the train...In ha coach....
feedback,": ""Alert Rly Man is the best safety device"
feedback,In Bangalore no charges . Any circulars from Railway ministry. Attach
feedback,Pantry manager has promised to look into the matter. Hope this never continues. Thanks for the help.
feedback,: Ministry of Railways launched ST Swarna Rajdhani ( Train no New Delhi- Sealdah Rajdhani) rake today.A Major…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,YES
feedback,Kindly share PNR number. Matter forwarded to the concerned officials
feedback,"Sir, Sri Mohd. JAMSHED MT, Sri P.GUHA PRINCIPAL ED(Coachg) KINDLY RE…"
emergency,"I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has been…"
feedback,: It's true and strict action should be taken against ppl doing so. Few months back had issued rate lis…
feedback,: $50 Amazon
feedback,Sir this one is the detail......
feedback,"if my ticket remains RAC even after chart is prepared, then isn't logically w…"
feedback,: Is any action taken or ju…
feedback,"In Journey tym of hrs, trn is running late by almost same tym. Leads to frustration whn v don't…"
feedback,": Sir, Sri Mohd. JAMSHED MT, Sri P.GUHA PRINCIPAL ED(Coachg) KINDLY RE…"
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,Awesome... posted your tweet up here
feedback,Officials concerned communicated about the issue
feedback,Mischief Bundle - Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica …
feedback,"Kindly share PNR &amp; contact number, issue referred to concerned official for urgent medical assistance."
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,No reply..
feedback,It is not applicable in other nal Railway
feedback,Kindly share PNR for better assistance. Kindly look into it
emergency,You let me in trouble my train got cancelled without any information...my journey is stuck in between…
feedback,: Why is procuring Congress mouthpiece National Herald (priced a hefty Rs. /piece) &amp; providing it to…
feedback,kindly share your PNR NO.
feedback,Kindly share PNR number &amp; contact number.
emergency,I have a booking in Train Number RXL-HYB special from Gaya but when I want to see the current s…
feedback,"The changed, passenger centric face of Railways is vis…"
feedback,Kindly look into this
feedback,Matter notified to the concerned officials
feedback,: Please share your PNR no.
